,indicID,indicName,nameEN,dyCD,parentID,isList,frequency,unit,statType,accuracy,region,country,currency,importance,infoSource,memoCN,dataApiID,dataApiName,beginDate,endDate,isUpdate
47,1010008408,GDP:现价:第三产业:房地产业:当季值,GDP: at Current Prices: Real Estate: Current Quarter,M010008408,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
48,1010008409,GDP:现价:第三产业:其他服务业:当季值,GDP: at Current Prices: Other Services: Current Quarter,M010008409,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
49,1010008410,GDP:不变价:当季值,GDP: Constant Price: Current Value (Quarter),M010008410,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,2007-03-31,2021-12-31,1
50,1010008411,GDP:不变价:第一产业:当季值,GDP: at Constant Prices: Primary Industry: Current Quarter,M010008411,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,2007-03-31,2021-12-31,1
51,1010008412,GDP:不变价:第二产业:当季值,GDP: at Constant Prices: Secondary Industry: Current Quarter,M010008412,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,2007-03-31,2021-12-31,1
52,1010008413,GDP:不变价:第三产业:当季值,GDP: at Constant Prices: Tertiary Industry: Current Quarter,M010008413,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,2007-03-31,2021-12-31,1
53,1010008414,GDP:不变价:当季同比,GDP: at Constant Prices: Quarterly YoY,M010008414,M010000003,0,季,%,当期同比,2,全国,中国,,非常重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
54,1010008415,GDP:不变价:第一产业:当季同比,GDP: at Constant Prices: Primary Industry: YoY,M010008415,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
55,1010008416,GDP:不变价:第二产业:当季同比,GDP: at Constant Prices: Secondary Industry: YoY,M010008416,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
56,1010008417,GDP:不变价:第三产业:当季同比,GDP: at Constant Prices: Tertiary Industry: YoY,M010008417,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
57,1010008418,GDP:不变价:第一产业:农林牧渔业:当季同比,GDP: at Constant Prices:Agriculture、Forestry、AnimalHusbandry and Fishery: YoY,M010008418,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
58,1010008419,GDP:不变价:第二产业:工业:当季同比,GDP: at Constant Prices: Industry: YoY,M010008419,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
59,1010008420,GDP:不变价:第二产业:建筑业:当季同比,GDP: at Constant Prices: Construction: YoY,M010008420,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
60,1010008421,GDP:不变价:第三产业:批发和零售业:当季同比,GDP: at Constant Prices: Wholesale and Retail Trades: YoY,M010008421,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
61,1010008422,GDP:不变价:第三产业:交通运输、仓储和邮政业:当季同比,GDP: at Constant Prices:Transport、Storageand Post: YoY,M010008422,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
62,1010008423,GDP:不变价:第三产业:住宿和餐饮业:当季同比,GDP: at Constant Prices: Hotels and Catering Services: YoY,M010008423,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
63,1010008424,GDP:不变价:第三产业:金融业:当季同比,GDP: at Constant Prices: Financial Intermediation: YoY,M010008424,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
64,1010008425,GDP:不变价:第三产业:房地产业:当季同比,GDP: at Constant Prices: Real Estate: YoY,M010008425,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
65,1010008426,GDP:不变价:第三产业:其他服务业:当季同比,GDP: at Constant Prices: other Services: YoY,M010008426,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,"国家统计局从2015年3季度开始改为分季核算方式,即分别计算各年1季度,2季度,3季度和4季度的GDP数据,累计数据通过当季数据相加得到。",2975,getEcoDataChina,1992-03-31,2021-12-31,1
66,1010010730,GDP占比:第一产业,Proportion of GDP: Primary Industry,M010010730,M010000003,0,季,%,当期占比,2,,中国,,不重要,Datayes!,,2975,getEcoDataChina,1992-03-31,2021-12-31,1
67,1010010731,GDP占比:第二产业,Proportion of GDP: Secondary Industry,M010010731,M010000003,0,季,%,当期占比,2,,中国,,不重要,Datayes!,,2975,getEcoDataChina,1992-03-31,2021-12-31,1
68,1010010732,GDP占比:第三产业,Proportion of GDP: Tertiary Industry,M010010732,M010000003,0,季,%,当期占比,2,,中国,,不重要,Datayes!,,2975,getEcoDataChina,1992-03-31,2021-12-31,1
69,1010012050,GDP:现价:第三产业:信息传输、软件和信息技术服务业:当季值,"GDP: at Current Prices: Information Transmission, Software and Information Technology Services: Current Quarter",M010012050,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
70,1010012051,GDP:现价:第三产业:租赁和商务服务业:当季值,GDP: at Current Prices: Leasing and Business Services: Current Quarter,M010012051,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
71,1010012052,GDP:不变价:第三产业:信息传输、软件和信息技术服务业:当季同比,"GDP: at Constant Prices: Information Transmission, Software and Information Technology Services: YoY",M010012052,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
72,1010012053,GDP:不变价:第三产业:租赁和商务服务业:当季同比,GDP: at Constant Prices: Leasing and Business Services: YoY,M010012053,M010000003,0,季,%,当期同比,2,全国,中国,,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
73,1010012054,GDP:现价:第三产业:信息传输、软件和信息技术服务业:累计值,"GDP: at Current Prices: Information Transmission, Software and Information Technology Services: Cumulative",M010012054,M010000003,0,季,亿元,累计值,2,全国,中国,人民币元,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
74,1010012055,GDP:现价:第三产业:租赁和商务服务业:累计值,GDP: at Current Prices: Leasing and Business Services: Cumulative,M010012055,M010000003,0,季,亿元,累计值,2,全国,中国,人民币元,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
75,1010012056,GDP:不变价:第三产业:信息传输、软件和信息技术服务业:累计同比,"GDP: at Constant Prices: Information Transmission, Software and Information Technology Services: Cumulative YoY",M010012056,M010000003,0,季,%,累计同比,2,全国,中国,,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
76,1010012057,GDP:不变价:第三产业:租赁和商务服务业:累计同比,GDP: at Constant Prices: Leasing and Business Services: Cumulative YoY,M010012057,M010000003,0,季,%,累计同比,2,全国,中国,,比较重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
77,1010014264,GDP:现价:第二产业:工业:制造业:当季值,GDP: Current Price: Industrial: Manufacturing: Current Value (Quarter),M010014264,M010000003,0,季,亿元,当期值,2,全国,中国,人民币元,不重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
78,1010014265,GDP:不变价:第二产业:工业:制造业:当季同比,GDP: Constant Price: Industrial: Manufacturing: Quarter YoY,M010014265,M010000003,0,季,%,当期同比,2,全国,中国,,不重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
79,1010014266,GDP:现价:第二产业:工业:制造业:累计值,GDP: Current Price: Industrial: Manufacturing: Cumulative Value,M010014266,M010000003,0,季,亿元,累计值,2,全国,中国,人民币元,不重要,国家统计局,,2975,getEcoDataChina,2015-03-31,2021-12-31,1
80,1010014267,GDP:不变价:累计值,GDP: Constant Price: Cumulative Value,M010014267,M010000003,0,季,亿元,累计值,2,全国,中国,人民币元,比较重要,国家统计局,,2975,getEcoDataChina,2007-03-31,2021-12-31,1
81,1010014268,GDP:不变价:第一产业:累计值,GDP: Constant Price: Primary Sector: Cumulative Value,M010014268,M010000003,0,季,亿元,累计值,2,全国,中国,人民币元,不重要,国家统计局,,2975,getEcoDataChina,2007-03-31,2021-12-31,1
82,1010014269,GDP:不变价:第二产业:累计值,GDP: Constant Price: Secondary Sector: Cumulative Value,M010014269,M010000003,0,季,亿元,累计值,2,全国,中国,人民币元,不重要,国家统计局,,2975,getEcoDataChina,2007-03-31,2021-12-31,1
